Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality,Productivity_Score
EMP0511,37,5,4,Male,Master Degree,Married,No,Urban,Product,Mid-Level,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),50,Moderate,Daily,88.9,93.4,77,95,6,18,77,7,2,22-03-24,High,87.9
EMP0512,34,1,2,Male,Master Degree,Married,No,Suburban,Operations,Junior,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),42,Moderate,Few times per week,100,100,77.5,95,8,33,100,5,10,16-01-24,Medium,98
EMP0513,32,2,3,Male,Master Degree,Single,Yes,Urban,Operations,Junior,Small (51-200),Healthcare,Average,Moderate (25-50 Mbps),46,Moderate,Daily,89.2,99.1,81.5,95,8,20,100,7,8,09-04-24,Medium,93.4
EMP0514,26,1,4,Female,Master Degree,Married,No,Urban,Sales,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),42,Moderate,Few times per week,43,50,35.8,55.9,8,38,54.9,6,6,28-04-24,High,40.3
EMP0515,29,0,4,Male,Master Degree,Married,Yes,Urban,Finance,Junior,Large (1001-5000),Government,Good,Very Fast (100+ Mbps),44,Moderate,Few times per week,67.5,80.9,58.6,90.2,5,21,86.5,2,4,25-03-24,High,72.4
EMP0516,41,3,4,Non-binary,Bachelor Degree,Married,No,Urban,Sales,Mid-Level,Small (51-200),Technology,Average,Moderate (25-50 Mbps),45,High,Daily,53,56.4,33.9,70.6,6,25,100,7,9,22-02-24,High,50.2
EMP0517,39,8,2,Female,Bachelor Degree,Married,Yes,Urban,Marketing,Mid-Level,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),46,High,Daily,94.4,100,95,95,7,65,100,8,7,13-05-24,High,98
EMP0518,26,2,1,Male,Bachelor Degree,Married,Yes,Rural,Engineering,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),42,High,Weekly,64.9,87.3,54.8,83.7,7,88,100,6,6,08-04-24,Low,71.3
EMP0519,35,1,5,Male,High School,Divorced,No,Urban,Engineering,Junior,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),37,Low,Daily,95.3,93.6,90.8,95,10,0,100,5,5,28-01-24,Medium,96.1
EMP0520,41,11,3,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Lead,Enterprise (5000+),Finance,Excellent,Fast (50-100 Mbps),43,High,Daily,100,99,85.1,95,3,12,100,1,7,14-05-24,High,98
EMP0521,22,0,1,Female,Bachelor Degree,Divorced,No,Urban,Engineering,Junior,Large (1001-5000),Retail,Excellent,Very Fast (100+ Mbps),46,High,Weekly,91.2,100,81.6,95,7,62,100,8,6,06-05-24,High,98
EMP0522,39,2,4,Male,Master Degree,Single,Yes,Suburban,Marketing,Junior,Small (51-200),Retail,Good,Moderate (25-50 Mbps),37,Moderate,Daily,80.1,71.8,54.4,87.5,4,10,81.4,7,6,01-02-24,High,72.9
EMP0523,29,2,5,Male,Bachelor Degree,Divorced,Yes,Rural,Engineering,Junior,Small (51-200),Consulting,Excellent,Fast (50-100 Mbps),35,High,Few times per week,97.2,91.2,92.8,95,6,0,100,2,8,17-02-24,High,98
EMP0524,40,7,1,Female,Associate Degree,In Relationship,No,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),49,High,Daily,87,92.8,76.8,95,9,49,100,8,10,29-01-24,High,98
EMP0525,28,3,4,Male,Associate Degree,Married,No,Suburban,HR,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),52,Moderate,Daily,58.8,81.6,55.2,89.2,14,51,98.5,2,10,07-05-24,High,72.6
EMP0526,22,1,5,Female,Master Degree,Married,Yes,Urban,HR,Junior,Small (51-200),Non-profit,Excellent,Very Fast (100+ Mbps),42,High,Weekly,76,61.4,76.8,72.2,9,0,100,7,9,28-01-24,High,67.2
EMP0527,22,0,5,Female,High School,Married,Yes,Suburban,HR,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,53.2,59.1,54.3,75,11,0,83.3,7,8,19-04-24,High,54.8
EMP0528,35,0,5,Male,Bachelor Degree,Single,Yes,Urban,Design,Junior,Large (1001-5000),Government,Excellent,Moderate (25-50 Mbps),44,High,Few times per week,98.3,94.7,71.3,95,10,0,100,8,6,25-03-24,High,92.9
EMP0529,37,7,3,Male,Associate Degree,Married,No,Suburban,Engineering,Lead,Startup (1-50),Consulting,Good,Very Fast (100+ Mbps),28,High,Weekly,89.2,100,72.4,95,5,34,100,4,3,03-02-24,High,98
EMP0530,26,1,2,Male,Master Degree,Married,No,Suburban,Engineering,Junior,Small (51-200),Media,Good,Very Fast (100+ Mbps),43,Low,Daily,70.9,77.1,65.7,94.9,14,34,80.8,6,7,18-02-24,High,77.2
EMP0531,40,6,0,Female,PhD,Divorced,Yes,Suburban,Sales,Lead,Enterprise (5000+),Finance,Average,Very Fast (100+ Mbps),50,High,Few times per week,64.8,83.7,83.6,90.7,8,0,100,6,6,20-02-24,High,76.6
EMP0532,22,1,0,Male,PhD,Divorced,No,Urban,Product,Junior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),34,High,Bi-weekly,96.7,94.7,60.9,95,10,23,100,2,7,01-04-24,High,84.1
EMP0533,34,1,3,Male,Bachelor Degree,Married,Yes,Urban,HR,Junior,Large (1001-5000),Education,Good,Fast (50-100 Mbps),34,Low,Few times per week,100,100,88.5,95,8,15,100,6,5,10-02-24,High,95.1
EMP0534,24,0,3,Female,Master Degree,Married,Yes,Suburban,Sales,Junior,Medium (201-1000),Retail,Average,Slow (<25 Mbps),37,Very High,Daily,88,84.2,68.7,93.9,6,14,100,4,8,15-04-24,High,77.4
EMP0535,29,3,1,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Senior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),39,Very High,Few times per week,100,100,81.9,95,4,35,100,5,4,27-02-24,High,98
EMP0536,35,3,3,Female,Bachelor Degree,Married,No,Urban,Operations,Senior,Startup (1-50),Manufacturing,Good,Fast (50-100 Mbps),46,High,Daily,58.3,54,43.6,66.9,7,28,100,4,8,10-02-24,High,54.7
EMP0537,27,2,1,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Startup (1-50),Technology,Average,Fast (50-100 Mbps),49,Moderate,Daily,53.7,50,44.8,61.4,14,0,61.4,2,9,11-04-24,Low,41.4
EMP0538,31,4,4,Female,Associate Degree,Married,No,Suburban,Marketing,Senior,Small (51-200),Healthcare,Excellent,Fast (50-100 Mbps),49,High,Weekly,92.1,96.5,83.7,95,18,0,100,4,9,05-04-24,High,90.9
EMP0539,44,4,2,Female,Master Degree,In Relationship,No,Urban,Design,Senior,Startup (1-50),Consulting,Poor,Very Fast (100+ Mbps),45,Moderate,Daily,87.7,93.5,72.7,95,8,59,77.3,4,6,03-05-24,Medium,78.9
EMP0540,29,1,3,Female,Bachelor Degree,Married,Yes,Urban,Operations,Junior,Small (51-200),Technology,Average,Fast (50-100 Mbps),32,Very High,Daily,87.8,100,87.4,95,8,19,100,6,6,17-02-24,High,93.9
EMP0541,42,5,3,Male,Bachelor Degree,Married,Yes,Rural,Design,Junior,Startup (1-50),Technology,Good,Slow (<25 Mbps),32,High,Few times per week,100,97.8,75.4,95,9,15,100,3,8,19-03-24,High,98
EMP0542,24,1,0,Male,Bachelor Degree,Married,Yes,Urban,Sales,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),46,Moderate,Monthly,47.7,50,34.6,60.1,3,41,63.5,9,7,17-03-24,High,49
EMP0543,39,6,5,Male,Bachelor Degree,Married,No,Rural,Operations,Senior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),32,High,Daily,100,100,95,95,7,0,100,4,7,16-02-24,High,98
EMP0544,47,1,3,Female,Master Degree,Married,No,Urban,Product,Junior,Large (1001-5000),Technology,Poor,Slow (<25 Mbps),45,High,Daily,72.6,77.3,62.6,80.5,10,43,100,7,10,09-05-24,High,72.3
EMP0545,22,1,2,Male,Master Degree,Married,Yes,Urban,Operations,Junior,Medium (201-1000),Technology,Average,Fast (50-100 Mbps),43,Moderate,Few times per week,96.1,86.8,87.3,95,10,0,100,4,6,10-05-24,High,87.3
EMP0546,27,2,1,Non-binary,Master Degree,Single,Yes,Suburban,Operations,Junior,Enterprise (5000+),Technology,Average,Fast (50-100 Mbps),39,Very Low,Few times per week,52.4,51.6,52.7,66.7,5,9,89.4,7,5,02-05-24,High,45.1
EMP0547,40,2,2,Female,Bachelor Degree,Married,Yes,Urban,Finance,Junior,Startup (1-50),Consulting,Excellent,Slow (<25 Mbps),26,Very High,Few times per week,71.8,85.1,88.9,95,9,24,100,3,7,21-01-24,High,80.1
EMP0548,33,4,0,Male,Associate Degree,Married,Yes,Urban,Product,Mid-Level,Startup (1-50),Media,Good,Very Fast (100+ Mbps),43,High,Bi-weekly,75.7,67.8,60.8,95,11,61,100,7,6,26-01-24,Low,73
EMP0549,38,1,2,Female,Bachelor Degree,Married,No,Urban,Engineering,Junior,Small (51-200),Finance,Excellent,Fast (50-100 Mbps),45,High,Daily,90.6,91.9,85.2,95,3,68,100,5,5,05-04-24,High,95.2
EMP0550,29,4,3,Male,PhD,Married,Yes,Suburban,Sales,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),38,Moderate,Daily,99.4,96.1,93,95,8,25,100,6,4,09-03-24,Medium,94.7
EMP0551,35,3,5,Female,Professional Degree,Married,Yes,Suburban,Sales,Mid-Level,Large (1001-5000),Technology,Poor,Very Fast (100+ Mbps),35,Low,Daily,69.1,68.9,58.3,95,4,0,84.4,5,6,30-04-24,High,75.6
EMP0552,33,0,4,Female,Master Degree,Married,No,Urban,Product,Mid-Level,Medium (201-1000),Retail,Excellent,Fast (50-100 Mbps),43,Low,Weekly,69.9,68.4,67.1,79.7,2,31,78.4,5,10,19-02-24,High,74.4
EMP0553,45,7,1,Male,Bachelor Degree,Divorced,Yes,Urban,Design,Senior,Medium (201-1000),Retail,Average,Very Fast (100+ Mbps),33,High,Daily,100,85.1,65.6,95,6,22,100,1,4,20-01-24,High,98
EMP0554,37,8,1,Male,Associate Degree,Married,No,Suburban,Engineering,Lead,Large (1001-5000),Government,Excellent,Very Fast (100+ Mbps),45,High,Weekly,97.9,96.6,82.1,95,12,33,100,2,6,15-01-24,Medium,98
EMP0555,38,0,3,Female,Bachelor Degree,In Relationship,Yes,Urban,Engineering,Junior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),48,High,Monthly,84,92.9,87.8,95,5,25,100,7,5,26-02-24,Medium,98
EMP0556,31,3,1,Female,Master Degree,Married,No,Urban,Design,Mid-Level,Medium (201-1000),Manufacturing,Good,Very Fast (100+ Mbps),30,High,Daily,98.9,97.9,84.2,95,10,11,100,4,9,22-04-24,High,98
EMP0557,30,0,0,Female,Master Degree,Married,Yes,Urban,Sales,Junior,Medium (201-1000),Healthcare,Excellent,Very Fast (100+ Mbps),38,Moderate,Monthly,76.4,75.5,53.9,83.6,11,41,95,6,6,31-01-24,High,68.9
EMP0558,31,0,4,Male,Master Degree,Married,No,Suburban,Engineering,Junior,Startup (1-50),Media,Poor,Moderate (25-50 Mbps),41,High,Daily,89.5,90,82.8,95,5,36,100,7,5,05-04-24,High,92.1
EMP0559,38,3,0,Male,Master Degree,Single,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),41,Moderate,Few times per week,96.8,96.2,70.2,95,9,47,90.4,7,6,17-02-24,High,98
EMP0560,31,0,4,Male,Associate Degree,Single,No,Suburban,Engineering,Junior,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),36,Low,Weekly,84.1,73.7,57.1,78.1,1,10,89.4,6,4,04-02-24,High,69.7
EMP0561,37,5,1,Female,Associate Degree,Married,Yes,Suburban,Finance,Senior,Medium (201-1000),Education,Excellent,Fast (50-100 Mbps),33,High,Weekly,100,91.5,92,95,10,22,100,6,6,18-04-24,High,92.3
EMP0562,53,4,5,Male,High School,Married,No,Rural,Sales,Senior,Small (51-200),Consulting,Good,Very Fast (100+ Mbps),39,Moderate,Weekly,78.2,65,68.5,87.4,9,0,91.6,6,8,11-03-24,High,66
EMP0563,42,17,4,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Director,Medium (201-1000),Technology,Excellent,Moderate (25-50 Mbps),45,Very High,Few times per week,83.6,75.9,68,95,7,18,100,9,7,25-03-24,High,80.7
EMP0564,32,0,4,Female,Bachelor Degree,Married,No,Urban,Product,Mid-Level,Enterprise (5000+),Technology,Good,Moderate (25-50 Mbps),45,Very High,Bi-weekly,80.7,67.1,50.7,90.9,5,29,100,7,1,14-04-24,High,68.5
EMP0565,45,10,1,Female,Master Degree,Married,No,Suburban,Engineering,Senior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),45,Very High,Weekly,82.2,90.2,64.3,93,7,39,100,5,6,09-03-24,High,76.6
EMP0566,31,4,5,Male,Master Degree,Married,No,Rural,Engineering,Mid-Level,Startup (1-50),Technology,Excellent,Slow (<25 Mbps),49,Very High,Daily,100,100,71.7,95,7,0,100,5,8,26-03-24,High,98
EMP0567,22,0,4,Female,Bachelor Degree,Married,No,Suburban,Customer Success,Junior,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),35,High,Bi-weekly,76.2,85.9,68,85,9,42,100,3,7,16-01-24,Medium,74.1
EMP0568,25,1,4,Female,Bachelor Degree,Single,Yes,Urban,HR,Junior,Medium (201-1000),Non-profit,Average,Very Fast (100+ Mbps),39,Moderate,Monthly,63.7,67,52.1,88.7,11,27,94.3,10,6,29-01-24,High,64.2
EMP0569,22,0,3,Male,Associate Degree,Married,Yes,Urban,Engineering,Junior,Startup (1-50),Education,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,72.9,70.1,64.3,90.8,8,44,100,8,6,24-01-24,Medium,67
EMP0570,31,1,4,Male,Master Degree,Married,No,Rural,Sales,Mid-Level,Small (51-200),Retail,Good,Fast (50-100 Mbps),25,Very High,Weekly,53.2,61.9,39.8,67.7,11,44,81.8,2,7,14-05-24,High,51.5
EMP0571,35,1,0,Male,Bachelor Degree,Married,Yes,Urban,Sales,Junior,Medium (201-1000),Retail,Average,Fast (50-100 Mbps),43,Low,Weekly,81.6,90.3,70.3,95,7,23,100,8,3,07-05-24,Medium,86.9
EMP0572,50,6,3,Female,Bachelor Degree,Single,Yes,Urban,Operations,Lead,Medium (201-1000),Consulting,Average,Fast (50-100 Mbps),41,Moderate,Weekly,81.6,74.7,76.8,93.3,11,26,98.3,3,8,12-04-24,Medium,71.9
EMP0573,37,5,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Government,Average,Very Fast (100+ Mbps),35,Moderate,Daily,88.1,85.3,68,95,7,22,100,4,8,09-05-24,High,85.4
EMP0574,33,1,2,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Junior,Large (1001-5000),Education,Average,Slow (<25 Mbps),47,High,Few times per week,91.3,99.3,87.7,95,9,45,100,7,7,03-02-24,High,96.4
EMP0575,42,16,1,Male,Bachelor Degree,Married,No,Urban,Engineering,Manager,Enterprise (5000+),Healthcare,Excellent,Moderate (25-50 Mbps),46,Very High,Monthly,96,100,83.2,95,10,45,100,7,10,24-03-24,High,96.8
EMP0576,22,1,3,Female,Master Degree,Single,No,Suburban,Customer Success,Mid-Level,Enterprise (5000+),Finance,Excellent,Fast (50-100 Mbps),44,Moderate,Daily,82.4,71.4,68.2,92.3,10,32,100,6,7,19-01-24,High,75.9
EMP0577,37,8,4,Non-binary,Master Degree,Divorced,No,Suburban,Sales,Lead,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),31,Low,Weekly,57.2,72.7,56.6,88.2,6,24,100,9,2,30-04-24,High,65.1
EMP0578,41,6,1,Female,Master Degree,Single,Yes,Suburban,Marketing,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),36,High,Few times per week,92,82.3,93.2,95,10,37,100,6,6,02-03-24,Medium,95.6
EMP0579,22,0,2,Non-binary,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),43,Moderate,Daily,55.9,73.8,64.2,91.3,10,71,99.6,4,6,29-03-24,Medium,67.8
EMP0580,45,5,1,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Retail,Good,Moderate (25-50 Mbps),38,Very High,Daily,83.7,93.6,85.1,95,2,26,100,1,4,25-03-24,High,91.2
EMP0581,38,1,4,Female,Master Degree,Married,No,Rural,Finance,Junior,Large (1001-5000),Education,Average,Moderate (25-50 Mbps),40,Moderate,Weekly,100,94.2,70.3,95,10,17,87,8,7,02-02-24,Medium,94.6
EMP0582,31,2,0,Male,Bachelor Degree,Married,No,Suburban,HR,Mid-Level,Small (51-200),Technology,Good,Moderate (25-50 Mbps),35,Very High,Daily,92.7,86.1,83.6,95,7,20,100,5,6,10-03-24,Medium,86.2
EMP0583,40,6,4,Male,Master Degree,Married,No,Rural,Finance,Mid-Level,Startup (1-50),Government,Good,Very Fast (100+ Mbps),43,Moderate,Few times per week,86.9,87.6,84.1,95,6,34,100,7,4,31-01-24,High,90
EMP0584,55,23,2,Male,Master Degree,Married,Yes,Urban,HR,Manager,Enterprise (5000+),Finance,Good,Moderate (25-50 Mbps),51,Moderate,Few times per week,80,100,90.4,95,5,43,100,7,6,20-01-24,High,98
EMP0585,36,3,4,Female,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Enterprise (5000+),Healthcare,Excellent,Very Fast (100+ Mbps),43,High,Few times per week,99.6,100,95,95,12,26,100,2,8,23-02-24,High,98
EMP0586,37,1,5,Female,Bachelor Degree,Married,Yes,Urban,Finance,Mid-Level,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),47,Very High,Daily,95.1,100,94.2,95,3,0,100,8,6,01-03-24,High,98
EMP0587,30,5,1,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Enterprise (5000+),Education,Excellent,Very Fast (100+ Mbps),47,Low,Weekly,83.8,60,88.3,95,8,24,95.3,5,5,09-05-24,High,79.8
EMP0588,27,2,2,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Finance,Average,Moderate (25-50 Mbps),39,Moderate,Weekly,48.3,57.3,64.3,80.4,5,40,100,8,7,13-05-24,High,54.8
EMP0589,42,13,4,Male,Master Degree,Single,No,Urban,HR,Lead,Medium (201-1000),Manufacturing,Average,Moderate (25-50 Mbps),40,Moderate,Daily,96.2,100,82.2,95,5,33,99.7,6,8,25-04-24,High,98
EMP0590,27,1,2,Male,Bachelor Degree,Married,No,Urban,Product,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),50,Moderate,Few times per week,74.4,82.9,68.5,83.7,4,14,95.3,6,6,04-05-24,High,71.2
EMP0591,35,2,2,Male,Bachelor Degree,Married,No,Urban,Finance,Junior,Medium (201-1000),Healthcare,Average,Very Fast (100+ Mbps),46,Low,Few times per week,72.2,79.6,64.8,95,7,47,95,3,3,20-01-24,High,79.1
EMP0592,30,6,4,Female,Associate Degree,Divorced,No,Suburban,Customer Success,Lead,Medium (201-1000),Technology,Good,Slow (<25 Mbps),47,Very High,Daily,94.3,85.3,80.4,95,5,6,100,5,9,09-05-24,High,84.5
EMP0593,39,5,5,Female,Bachelor Degree,Married,No,Urban,Data Science,Senior,Enterprise (5000+),Education,Excellent,Fast (50-100 Mbps),42,Low,Bi-weekly,88,90.3,77.3,95,5,0,100,9,7,29-02-24,Medium,96.2
EMP0594,38,14,3,Male,Associate Degree,Married,Yes,Urban,Engineering,Lead,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),39,High,Few times per week,100,93.4,79.6,95,9,53,100,9,10,10-02-24,High,98
EMP0595,44,1,2,Male,Bachelor Degree,Married,Yes,Suburban,Data Science,Junior,Large (1001-5000),Manufacturing,Good,Fast (50-100 Mbps),40,Very High,Daily,83.6,87.2,71.2,95,9,32,100,10,7,11-04-24,High,84.2
EMP0596,30,4,3,Female,Master Degree,Single,Yes,Urban,Operations,Senior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),50,Moderate,Daily,82.1,89.6,55.4,95,4,44,67.1,6,4,15-02-24,Medium,86.5
EMP0597,32,1,1,Male,High School,Single,Yes,Suburban,Customer Success,Junior,Startup (1-50),Media,Poor,Slow (<25 Mbps),41,Very Low,Few times per week,49,68.9,62.4,78,10,33,95.6,8,6,09-04-24,High,59.1
EMP0598,26,2,4,Female,Associate Degree,Married,No,Suburban,Finance,Junior,Startup (1-50),Consulting,Good,Very Fast (100+ Mbps),49,Very High,Daily,88.3,75.5,62.1,78.2,8,44,91.1,6,2,28-01-24,Low,70.4
EMP0599,31,5,4,Male,Master Degree,Married,Yes,Suburban,Operations,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),50,High,Daily,53.4,56.5,49.5,72.1,7,48,100,9,6,29-02-24,High,56.3
EMP0600,38,1,5,Male,Master Degree,Single,No,Urban,Finance,Junior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),47,Moderate,Daily,94.3,100,92.2,95,8,0,100,10,8,23-04-24,High,98
EMP0601,41,7,0,Male,Bachelor Degree,Married,Yes,Rural,Sales,Senior,Large (1001-5000),Retail,Good,Very Fast (100+ Mbps),46,High,Few times per week,91.4,100,75.5,95,11,44,100,8,7,26-03-24,High,98
EMP0602,26,0,3,Male,Associate Degree,Married,Yes,Suburban,Design,Mid-Level,Startup (1-50),Technology,Good,Fast (50-100 Mbps),52,Very Low,Daily,74.7,83.9,59.4,90.2,8,11,82.5,6,6,07-05-24,High,77.3
EMP0603,42,5,2,Female,Master Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Technology,Average,Moderate (25-50 Mbps),36,Moderate,Bi-weekly,100,97.7,71.8,95,11,18,100,10,8,05-05-24,High,97.2
EMP0604,47,6,2,Male,Bachelor Degree,Married,No,Urban,Sales,Mid-Level,Startup (1-50),Technology,Average,Fast (50-100 Mbps),39,Moderate,Few times per week,96.3,100,92.5,95,5,41,100,10,4,07-03-24,Medium,98
EMP0605,38,13,4,Male,High School,Married,Yes,Urban,Engineering,Manager,Small (51-200),Healthcare,Good,Slow (<25 Mbps),34,High,Weekly,98.4,100,94.8,95,11,26,100,6,7,03-04-24,High,97.3
EMP0606,51,23,1,Male,Bachelor Degree,Single,No,Suburban,Engineering,Manager,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),33,High,Weekly,99.1,92.6,75.7,95,12,53,100,5,7,19-04-24,Medium,93
EMP0607,28,4,4,Male,Associate Degree,Single,Yes,Suburban,Engineering,Mid-Level,Enterprise (5000+),Technology,Poor,Fast (50-100 Mbps),41,Moderate,Few times per week,85.8,90.7,66.2,92.2,8,23,83.5,4,9,03-02-24,Low,80.1
EMP0608,23,0,4,Male,Bachelor Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Education,Average,Fast (50-100 Mbps),43,High,Weekly,84,79,90.4,95,6,31,100,7,4,12-05-24,High,90.7
EMP0609,22,1,5,Female,Master Degree,Married,No,Urban,Marketing,Junior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),45,Moderate,Few times per week,89,91.2,76.4,95,15,0,100,2,7,13-05-24,Medium,89.2
EMP0610,48,2,4,Female,Master Degree,Married,Yes,Suburban,Marketing,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),37,High,Few times per week,74.4,63.5,48.7,85.9,8,25,100,7,2,14-02-24,Low,65.9
EMP0611,40,10,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Lead,Enterprise (5000+),Media,Average,Fast (50-100 Mbps),39,High,Few times per week,97.7,100,95,95,9,31,100,2,7,04-05-24,Low,98
EMP0612,34,0,3,Male,Bachelor Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Education,Good,Fast (50-100 Mbps),47,Low,Weekly,83.3,76.9,81,95,13,30,100,4,7,04-02-24,High,80.9
EMP0613,37,2,1,Male,Master Degree,Single,No,Suburban,Design,Junior,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),33,Moderate,Few times per week,88.1,62.8,49.4,81.8,9,51,66.6,6,8,26-04-24,High,65.4
EMP0614,24,0,3,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Small (51-200),Technology,Good,Fast (50-100 Mbps),42,Very High,Few times per week,100,87.4,78.5,95,6,30,100,3,5,27-04-24,High,98
EMP0615,57,5,3,Male,Bachelor Degree,Married,Yes,Suburban,Sales,Mid-Level,Startup (1-50),Education,Average,Very Fast (100+ Mbps),49,Low,Daily,75.3,92.4,71.1,95,10,46,100,2,7,06-02-24,Medium,96.2
EMP0616,36,6,4,Female,Master Degree,Married,No,Urban,Engineering,Lead,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,100,89.9,95,95,7,54,89,6,3,06-05-24,High,98
EMP0617,35,1,4,Female,Master Degree,In Relationship,No,Urban,Engineering,Junior,Startup (1-50),Government,Good,Very Fast (100+ Mbps),39,Moderate,Daily,95.4,100,80.4,95,10,41,100,8,5,07-03-24,High,98
EMP0618,41,9,3,Female,Bachelor Degree,Married,No,Suburban,Finance,Mid-Level,Enterprise (5000+),Retail,Average,Very Fast (100+ Mbps),49,High,Monthly,81.6,92.3,76.3,95,4,24,100,5,8,18-01-24,High,89.4
EMP0619,39,9,2,Male,Master Degree,Married,Yes,Urban,Sales,Senior,Large (1001-5000),Non-profit,Average,Fast (50-100 Mbps),33,High,Few times per week,96.1,100,95,95,8,52,100,4,9,06-02-24,High,98
EMP0620,37,4,1,Male,Bachelor Degree,Married,No,Urban,Marketing,Mid-Level,Medium (201-1000),Consulting,Average,Very Fast (100+ Mbps),37,Moderate,Daily,73.8,79.6,67.1,95,7,50,89.3,5,1,18-04-24,High,76.2
EMP0621,27,3,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Startup (1-50),Healthcare,Excellent,Moderate (25-50 Mbps),37,High,Daily,89.8,97,76.4,95,8,15,100,7,4,12-05-24,High,98
